open_time,day,direction,entry_signal,entry_real,slippage,atr,sl,tp1,risk,ema200,trend,vol_ratio,squeeze_ok,position,result,exit_px,pnl,daily_pnl,tp1_hit,hour
2024-05-27 18:00:00,2024-05-27,BUY,70294.17,70332.35,38.18,395.75,69502.67,71877.17,791.5,68388.72,BULL,1.727,True,P1,SL,69540.85,-7.915,-15.83,False,18
2024-05-27 18:00:00,2024-05-27,BUY,70294.17,70332.35,38.18,395.75,69502.67,71877.17,791.5,68388.72,BULL,1.727,True,P2,SL_TRAIL,69540.85,-7.915,-15.83,False,18
2024-05-31 18:00:00,2024-05-31,SELL,67133.94,67118.94,15.0,378.65,67891.24,65619.34,757.3,68642.98,BEAR,1.64,True,P1,SL,67876.24,-7.573,-15.146,False,18
2024-05-31 18:00:00,2024-05-31,SELL,67133.94,67118.94,15.0,378.65,67891.24,65619.34,757.3,68642.98,BEAR,1.64,True,P2,SL_TRAIL,67876.24,-7.573,-15.146,False,18
2024-06-04 18:00:00,2024-06-04,BUY,70373.34,70407.84,34.5,407.22,69558.9,72002.22,814.44,68408.67,BULL,1.884,True,P1,OPEN_END,71032.84,6.25,12.5,False,18
2024-06-04 18:00:00,2024-06-04,BUY,70373.34,70407.84,34.5,407.22,69558.9,72002.22,814.44,68408.67,BULL,1.884,True,P2,OPEN_END,71032.84,6.25,12.5,False,18
2024-06-09 15:00:00,2024-06-09,BUY,69617.54,69646.96,29.42,126.15,69365.24,70122.14,252.3,69505.75,BULL,1.777,True,P1,SL,69394.66,-2.523,-5.046,False,15
2024-06-09 15:00:00,2024-06-09,BUY,69617.54,69646.96,29.42,126.15,69365.24,70122.14,252.3,69505.75,BULL,1.777,True,P2,SL_TRAIL,69394.66,-2.523,-5.046,False,15
2024-06-13 18:00:00,2024-06-13,SELL,66347.14,66332.14,15.0,571.91,67490.96,64059.5,1143.82,68685.73,BEAR,2.332,True,P1,OPEN_END,66587.56,-2.5542,-5.1084,False,18
2024-06-13 18:00:00,2024-06-13,SELL,66347.14,66332.14,15.0,571.91,67490.96,64059.5,1143.82,68685.73,BEAR,2.332,True,P2,OPEN_END,66587.56,-2.5542,-5.1084,False,18
2024-06-14 19:00:00,2024-06-14,SELL,65182.74,65154.23,28.51,419.73,66022.2,63503.82,839.46,68286.22,BEAR,2.553,True,P1,SL,65993.69,-8.3946,-16.7892,False,19
2024-06-14 19:00:00,2024-06-14,SELL,65182.74,65154.23,28.51,419.73,66022.2,63503.82,839.46,68286.22,BEAR,2.553,True,P2,SL_TRAIL,65993.69,-8.3946,-16.7892,False,19
2024-06-17 12:00:00,2024-06-17,SELL,65579.14,65564.14,15.0,326.14,66231.42,64274.58,652.28,67508.84,BEAR,1.519,True,P1,SL,66216.42,-6.5228,-13.0456,False,12
2024-06-17 12:00:00,2024-06-17,SELL,65579.14,65564.14,15.0,326.14,66231.42,64274.58,652.28,67508.84,BEAR,1.519,True,P2,SL_TRAIL,66216.42,-6.5228,-13.0456,False,12
2024-06-23 18:00:00,2024-06-23,SELL,64064.54,64049.54,15.0,99.2,64262.94,63667.74,198.4,65213.43,BEAR,2.35,True,P1,TP1,63652.74,3.968,29.8748,True,18
2024-06-23 18:00:00,2024-06-23,SELL,64064.54,64049.54,15.0,99.2,64262.94,63667.74,198.4,65213.43,BEAR,2.35,True,P2,OPEN_END,61458.86,25.9068,29.8748,True,18
2024-07-04 04:00:00,2024-07-04,SELL,58559.74,58540.54,19.2,578.91,59717.56,56244.1,1157.82,61859.77,BEAR,2.283,True,P1,TP1,56224.9,23.1564,27.5052,True,4
2024-07-04 04:00:00,2024-07-04,SELL,58559.74,58540.54,19.2,578.91,59717.56,56244.1,1157.82,61859.77,BEAR,2.283,True,P2,OPEN_END,58105.66,4.3488,27.5052,True,4
2024-07-05 05:00:00,2024-07-05,SELL,55748.74,55740.14,8.6,751.2,57251.14,52743.94,1502.4,60871.81,BEAR,1.6,True,P1,SL,57242.54,-15.024,-30.048,False,5
2024-07-05 05:00:00,2024-07-05,SELL,55748.74,55740.14,8.6,751.2,57251.14,52743.94,1502.4,60871.81,BEAR,1.6,True,P2,SL_TRAIL,57242.54,-15.024,-30.048,False,5
2024-07-07 16:00:00,2024-07-07,SELL,56839.84,56824.84,15.0,390.43,57620.7,55278.12,780.86,59071.89,BEAR,1.691,True,P1,TP1,55263.12,15.6172,15.6172,True,16
2024-07-07 16:00:00,2024-07-07,SELL,56839.84,56824.84,15.0,390.43,57620.7,55278.12,780.86,59071.89,BEAR,1.691,True,P2,BE,56824.84,0.0,15.6172,True,16
2024-07-15 00:00:00,2024-07-15,BUY,61239.44,61275.8,36.36,402.49,60434.46,62849.4,804.98,58153.49,BULL,1.512,True,P1,TP1,62885.76,16.0996,46.045,True,0
2024-07-15 00:00:00,2024-07-15,BUY,61239.44,61275.8,36.36,402.49,60434.46,62849.4,804.98,58153.49,BULL,1.512,True,P2,OPEN_END,64270.34,29.9454,46.045,True,0
2024-07-16 01:00:00,2024-07-16,BUY,64302.84,64330.26,27.42,549.48,63203.88,66500.76,1098.96,58849.16,BULL,1.524,True,P1,SL,63231.3,-10.9896,-21.9792,False,1
2024-07-16 01:00:00,2024-07-16,BUY,64302.84,64330.26,27.42,549.48,63203.88,66500.76,1098.96,58849.16,BULL,1.524,True,P2,SL_TRAIL,63231.3,-10.9896,-21.9792,False,1
2024-07-19 16:00:00,2024-07-19,BUY,65097.12,65120.76,23.64,480.12,64136.88,67017.6,960.24,62126.99,BULL,1.843,True,P1,TP1,67041.24,19.2048,38.7066,True,16
2024-07-19 16:00:00,2024-07-19,BUY,65097.12,65120.76,23.64,480.12,64136.88,67017.6,960.24,62126.99,BULL,1.843,True,P2,OPEN_END,67070.94,19.5018,38.7066,True,16
2024-07-31 23:00:00,2024-07-31,SELL,64571.24,64556.24,15.0,545.33,65661.9,62389.92,1090.66,66933.09,BEAR,1.754,True,P1,TP1,62374.92,21.8132,21.8132,True,23
2024-07-31 23:00:00,2024-07-31,SELL,64571.24,64556.24,15.0,545.33,65661.9,62389.92,1090.66,66933.09,BEAR,1.754,True,P2,BE,64556.24,0.0,21.8132,True,23
2024-08-01 18:00:00,2024-08-01,SELL,62875.84,62868.74,7.1,461.62,63799.08,61029.36,923.24,66559.71,BEAR,2.191,True,P1,SL,63791.98,-9.2324,-18.4648,False,18
2024-08-01 18:00:00,2024-08-01,SELL,62875.84,62868.74,7.1,461.62,63799.08,61029.36,923.24,66559.71,BEAR,2.191,True,P2,SL_TRAIL,63791.98,-9.2324,-18.4648,False,18
2024-08-04 18:00:00,2024-08-04,SELL,59054.44,59041.04,13.4,437.0,59928.44,57306.44,874.0,64023.93,BEAR,2.018,True,P1,TP1,57293.04,17.48,17.48,True,18
2024-08-04 18:00:00,2024-08-04,SELL,59054.44,59041.04,13.4,437.0,59928.44,57306.44,874.0,64023.93,BEAR,2.018,True,P2,BE,59041.04,0.0,17.48,True,18
2024-08-14 17:00:00,2024-08-14,SELL,59462.24,59447.24,15.0,520.74,60503.72,57379.28,1041.48,59527.31,BEAR,1.928,True,P1,TP1,57364.28,20.8296,20.8296,True,17
2024-08-14 17:00:00,2024-08-14,SELL,59462.24,59447.24,15.0,520.74,60503.72,57379.28,1041.48,59527.31,BEAR,1.928,True,P2,BE,59447.24,0.0,20.8296,True,17
2024-08-19 02:00:00,2024-08-19,SELL,58383.84,58368.84,15.0,362.35,59108.54,56934.44,724.7,59176.37,BEAR,1.714,True,P1,SL,59093.54,-7.247,-14.494,False,2
2024-08-19 02:00:00,2024-08-19,SELL,58383.84,58368.84,15.0,362.35,59108.54,56934.44,724.7,59176.37,BEAR,1.714,True,P2,SL_TRAIL,59093.54,-7.247,-14.494,False,2
2024-08-21 21:00:00,2024-08-21,BUY,60728.34,60755.76,27.42,522.98,59682.38,62820.26,1045.96,59490.85,BULL,1.505,True,P1,SL,59709.8,-10.4596,-20.9192,False,21
2024-08-21 21:00:00,2024-08-21,BUY,60728.34,60755.76,27.42,522.98,59682.38,62820.26,1045.96,59490.85,BULL,1.505,True,P2,SL_TRAIL,59709.8,-10.4596,-20.9192,False,21
2024-08-30 18:00:00,2024-08-30,SELL,58058.64,58043.64,15.0,481.08,59020.8,56134.32,962.16,60885.39,BEAR,2.134,True,P1,SL,59005.8,-9.6216,-19.2432,False,18
2024-08-30 18:00:00,2024-08-30,SELL,58058.64,58043.64,15.0,481.08,59020.8,56134.32,962.16,60885.39,BEAR,2.134,True,P2,SL_TRAIL,59005.8,-9.6216,-19.2432,False,18
2024-09-03 17:00:00,2024-09-03,SELL,57645.34,57630.34,15.0,391.11,58427.56,56080.9,782.22,59736.43,BEAR,2.394,True,P1,TP1,56065.9,15.6444,15.6444,True,17
2024-09-03 17:00:00,2024-09-03,SELL,57645.34,57630.34,15.0,391.11,58427.56,56080.9,782.22,59736.43,BEAR,2.394,True,P2,BE,57630.34,0.0,15.6444,True,17
2024-09-06 18:00:00,2024-09-06,SELL,54014.9,53999.88,15.02,652.13,55319.16,51406.38,1304.26,58110.28,BEAR,2.212,True,P1,SL,55304.14,-13.0426,-26.0852,False,18
2024-09-06 18:00:00,2024-09-06,SELL,54014.9,53999.88,15.02,652.13,55319.16,51406.38,1304.26,58110.28,BEAR,2.212,True,P2,SL_TRAIL,55304.14,-13.0426,-26.0852,False,18
2024-09-08 18:00:00,2024-09-08,SELL,53658.64,53643.64,15.0,265.86,54190.36,52595.2,531.72,56413.37,BEAR,1.562,True,P1,SL,54175.36,-5.3172,-10.6344,False,18
2024-09-08 18:00:00,2024-09-08,SELL,53658.64,53643.64,15.0,265.86,54190.36,52595.2,531.72,56413.37,BEAR,1.562,True,P2,SL_TRAIL,54175.36,-5.3172,-10.6344,False,18
2024-09-09 19:00:00,2024-09-09,BUY,56382.74,56413.94,31.2,483.49,55415.76,58316.7,966.98,56093.71,BULL,1.614,True,P1,TP1,58347.9,19.3396,35.4726,True,19
2024-09-09 19:00:00,2024-09-09,BUY,56382.74,56413.94,31.2,483.49,55415.76,58316.7,966.98,56093.71,BULL,1.614,True,P2,OPEN_END,58027.24,16.133,35.4726,True,19
2024-09-13 18:00:00,2024-09-13,BUY,59623.74,59651.16,27.42,398.06,58827.62,61215.98,796.12,57002.68,BULL,2.855,True,P1,SL,58855.04,-7.9612,-15.9224,False,18
2024-09-13 18:00:00,2024-09-13,BUY,59623.74,59651.16,27.42,398.06,58827.62,61215.98,796.12,57002.68,BULL,2.855,True,P2,SL_TRAIL,58855.04,-7.9612,-15.9224,False,18
2024-09-23 01:00:00,2024-09-23,BUY,63850.44,63877.86,27.42,408.53,63033.38,65484.56,817.06,61457.92,BULL,3.3,True,P1,SL,63060.8,-8.1706,-16.3412,False,1
2024-09-23 01:00:00,2024-09-23,BUY,63850.44,63877.86,27.42,408.53,63033.38,65484.56,817.06,61457.92,BULL,3.3,True,P2,SL_TRAIL,63060.8,-8.1706,-16.3412,False,1
2024-10-01 17:00:00,2024-10-01,SELL,62577.64,62567.04,10.6,352.8,63283.24,61166.44,705.6,64327.28,BEAR,3.043,True,P1,TP1,61155.84,14.112,27.6698,True,17
2024-10-01 17:00:00,2024-10-01,SELL,62577.64,62567.04,10.6,352.8,63283.24,61166.44,705.6,64327.28,BEAR,3.043,True,P2,OPEN_END,61211.26,13.5578,27.6698,True,17
2024-10-06 17:00:00,2024-10-06,BUY,62681.84,62709.26,27.42,183.92,62314.0,63417.52,367.84,62407.71,BULL,2.173,True,P1,SL,62341.42,-3.6784,-7.3568,False,17
2024-10-06 17:00:00,2024-10-06,BUY,62681.84,62709.26,27.42,183.92,62314.0,63417.52,367.84,62407.71,BULL,2.173,True,P2,SL_TRAIL,62341.42,-3.6784,-7.3568,False,17
2024-10-09 21:00:00,2024-10-09,SELL,61168.04,61153.04,15.0,337.91,61843.86,59816.4,675.82,62592.45,BEAR,1.522,True,P1,TP1,59801.4,13.5164,13.5164,True,21
2024-10-09 21:00:00,2024-10-09,SELL,61168.04,61153.04,15.0,337.91,61843.86,59816.4,675.82,62592.45,BEAR,1.522,True,P2,BE,61153.04,0.0,13.5164,True,21
2024-10-10 20:00:00,2024-10-10,SELL,59581.94,59567.74,14.2,417.19,60416.32,57913.18,834.38,62133.61,BEAR,1.786,True,P1,SL,60402.12,-8.3438,-16.6876,False,20
2024-10-10 20:00:00,2024-10-10,SELL,59581.94,59567.74,14.2,417.19,60416.32,57913.18,834.38,62133.61,BEAR,1.786,True,P2,SL_TRAIL,60402.12,-8.3438,-16.6876,False,20
2024-10-14 06:00:00,2024-10-14,BUY,64277.64,64305.06,27.42,458.78,63360.08,66112.76,917.56,62013.94,BULL,2.302,True,P1,TP1,66140.18,18.3512,50.935,True,6
2024-10-14 06:00:00,2024-10-14,BUY,64277.64,64305.06,27.42,458.78,63360.08,66112.76,917.56,62013.94,BULL,2.302,True,P2,OPEN_END,67563.44,32.5838,50.935,True,6
2024-10-15 16:00:00,2024-10-15,BUY,67642.74,67666.77,24.03,462.69,66717.36,69493.5,925.38,63159.79,BULL,2.094,True,P1,SL,66741.39,-9.2538,-18.5076,False,16
2024-10-15 16:00:00,2024-10-15,BUY,67642.74,67666.77,24.03,462.69,66717.36,69493.5,925.38,63159.79,BULL,2.094,True,P2,SL_TRAIL,66741.39,-9.2538,-18.5076,False,16
2024-10-20 17:00:00,2024-10-20,BUY,68638.03,68666.27,28.24,152.68,68332.67,69248.75,305.36,66345.63,BULL,3.564,True,P1,SL,68360.91,-3.0536,-6.1072,False,17
2024-10-20 17:00:00,2024-10-20,BUY,68638.03,68666.27,28.24,152.68,68332.67,69248.75,305.36,66345.63,BULL,3.564,True,P2,SL_TRAIL,68360.91,-3.0536,-6.1072,False,17
2024-11-03 05:00:00,2024-11-03,SELL,68206.1,68190.64,15.46,317.53,68841.16,66935.98,635.06,69599.49,BEAR,2.872,True,P1,SL,68825.7,-6.3506,-12.7012,False,5
2024-11-03 05:00:00,2024-11-03,SELL,68206.1,68190.64,15.46,317.53,68841.16,66935.98,635.06,69599.49,BEAR,2.872,True,P2,SL_TRAIL,68825.7,-6.3506,-12.7012,False,5
2024-11-13 16:00:00,2024-11-13,BUY,91491.17,91524.63,33.46,1110.2,89270.77,95931.97,2220.4,80092.35,BULL,1.871,True,P1,SL,89304.23,-22.204,-44.408,False,16
2024-11-13 16:00:00,2024-11-13,BUY,91491.17,91524.63,33.46,1110.2,89270.77,95931.97,2220.4,80092.35,BULL,1.871,True,P2,SL_TRAIL,89304.23,-22.204,-44.408,False,16
2024-12-03 15:00:00,2024-12-03,SELL,93704.53,93690.27,14.26,535.01,94774.55,91564.49,1070.02,96142.5,BEAR,1.926,True,P1,SL,94760.29,-10.7002,-21.4004,False,15
2024-12-03 15:00:00,2024-12-03,SELL,93704.53,93690.27,14.26,535.01,94774.55,91564.49,1070.02,96142.5,BEAR,1.926,True,P2,SL_TRAIL,94760.29,-10.7002,-21.4004,False,15
2024-12-04 22:00:00,2024-12-04,BUY,98743.37,98772.42,29.05,790.58,97162.21,101905.69,1581.16,96098.04,BULL,2.078,True,P1,TP1,101934.74,31.6232,31.6232,True,22
2024-12-04 22:00:00,2024-12-04,BUY,98743.37,98772.42,29.05,790.58,97162.21,101905.69,1581.16,96098.04,BULL,2.078,True,P2,BE,98772.42,0.0,31.6232,True,22
2024-12-13 19:00:00,2024-12-13,BUY,101743.54,101774.05,30.51,701.61,100340.32,104549.98,1403.22,99011.03,BULL,1.563,True,P1,TP1,104580.49,28.0644,80.975,True,19
2024-12-13 19:00:00,2024-12-13,BUY,101743.54,101774.05,30.51,701.61,100340.32,104549.98,1403.22,99011.03,BULL,1.563,True,P2,OPEN_END,107065.11,52.9106,80.975,True,19
2024-12-18 22:00:00,2024-12-18,SELL,100830.72,100808.91,21.81,1002.52,102835.76,96820.64,2005.04,102945.22,BEAR,2.901,True,P1,TP1,96798.83,40.1008,73.5295,True,22
2024-12-18 22:00:00,2024-12-18,SELL,100830.72,100808.91,21.81,1002.52,102835.76,96820.64,2005.04,102945.22,BEAR,2.901,True,P2,OPEN_END,97466.04,33.4287,73.5295,True,22
2024-12-19 19:00:00,2024-12-19,SELL,98829.75,98816.54,13.21,993.72,100817.19,94854.87,1987.44,102545.6,BEAR,1.819,True,P1,TP1,94841.66,39.7488,39.7488,True,19
2024-12-19 19:00:00,2024-12-19,SELL,98829.75,98816.54,13.21,993.72,100817.19,94854.87,1987.44,102545.6,BEAR,1.819,True,P2,BE,98816.54,0.0,39.7488,True,19
2024-12-26 10:00:00,2024-12-26,SELL,95864.03,95851.63,12.4,789.72,97443.47,92705.15,1579.44,98350.03,BEAR,2.304,True,P1,SL,97431.07,-15.7944,-31.5888,False,10
2024-12-26 10:00:00,2024-12-26,SELL,95864.03,95851.63,12.4,789.72,97443.47,92705.15,1579.44,98350.03,BEAR,2.304,True,P2,SL_TRAIL,97431.07,-15.7944,-31.5888,False,10
2024-12-27 18:00:00,2024-12-27,SELL,94158.93,94142.46,16.47,927.4,96013.73,90449.33,1854.8,97859.27,BEAR,1.619,True,P1,OPEN_END,92129.15,20.1331,40.2662,False,18
2024-12-27 18:00:00,2024-12-27,SELL,94158.93,94142.46,16.47,927.4,96013.73,90449.33,1854.8,97859.27,BEAR,1.619,True,P2,OPEN_END,92129.15,20.1331,40.2662,False,18
2024-12-29 18:00:00,2024-12-29,SELL,93891.03,93879.08,11.95,353.05,94597.13,92478.83,706.1,96366.1,BEAR,1.93,True,P1,TP1,92466.88,14.122,14.122,True,18
2024-12-29 18:00:00,2024-12-29,SELL,93891.03,93879.08,11.95,353.05,94597.13,92478.83,706.1,96366.1,BEAR,1.93,True,P2,BE,93879.08,0.0,14.122,True,18
2025-01-03 18:00:00,2025-01-03,BUY,97863.31,97899.98,36.67,478.68,96905.95,99778.03,957.36,95235.42,BULL,2.152,True,P1,TP1,99814.7,19.1472,61.5888,True,18
2025-01-03 18:00:00,2025-01-03,BUY,97863.31,97899.98,36.67,478.68,96905.95,99778.03,957.36,95235.42,BULL,2.152,True,P2,OPEN_END,102144.14,42.4416,61.5888,True,18
2025-01-09 15:00:00,2025-01-09,SELL,91977.5,91960.32,17.18,762.78,93503.06,88926.38,1525.56,96690.39,BEAR,1.679,True,P1,SL,93485.88,-15.2556,-30.5112,False,15
2025-01-09 15:00:00,2025-01-09,SELL,91977.5,91960.32,17.18,762.78,93503.06,88926.38,1525.56,96690.39,BEAR,1.679,True,P2,SL_TRAIL,93485.88,-15.2556,-30.5112,False,15
2025-01-15 15:00:00,2025-01-15,BUY,98959.36,98980.43,21.07,681.81,97595.74,101686.6,1363.62,95569.99,BULL,2.241,True,P1,SL,97616.81,-13.6362,-27.2724,False,15
2025-01-15 15:00:00,2025-01-15,BUY,98959.36,98980.43,21.07,681.81,97595.74,101686.6,1363.62,95569.99,BULL,2.241,True,P2,SL_TRAIL,97616.81,-13.6362,-27.2724,False,15
2025-01-27 01:00:00,2025-01-27,SELL,102611.48,102587.25,24.23,365.51,103342.5,101149.44,731.02,103964.54,BEAR,3.906,True,P1,TP1,101125.21,14.6204,14.6204,True,1
2025-01-27 01:00:00,2025-01-27,SELL,102611.48,102587.25,24.23,365.51,103342.5,101149.44,731.02,103964.54,BEAR,3.906,True,P2,BE,102587.25,0.0,14.6204,True,1
2025-01-29 22:00:00,2025-01-29,BUY,104207.7,104237.95,30.25,837.25,102533.2,107556.7,1674.5,103170.46,BULL,2.705,True,P1,SL,102563.45,-16.745,-33.49,False,22
2025-01-29 22:00:00,2025-01-29,BUY,104207.7,104237.95,30.25,837.25,102533.2,107556.7,1674.5,103170.46,BULL,2.705,True,P2,SL_TRAIL,102563.45,-16.745,-33.49,False,22
2025-01-31 20:00:00,2025-01-31,SELL,102617.75,102596.45,21.3,726.53,104070.81,99711.63,1453.06,103568.69,BEAR,2.357,True,P1,TP1,99690.33,29.0612,56.7184,True,20
2025-01-31 20:00:00,2025-01-31,SELL,102617.75,102596.45,21.3,726.53,104070.81,99711.63,1453.06,103568.69,BEAR,2.357,True,P2,OPEN_END,99830.73,27.6572,56.7184,True,20
2025-02-04 23:00:00,2025-02-04,SELL,96501.51,96488.37,13.14,1156.51,98814.53,91875.47,2313.02,100844.78,BEAR,1.56,True,P1,SL,98801.39,-23.1302,-46.2604,False,23
2025-02-04 23:00:00,2025-02-04,SELL,96501.51,96488.37,13.14,1156.51,98814.53,91875.47,2313.02,100844.78,BEAR,1.56,True,P2,SL_TRAIL,98801.39,-23.1302,-46.2604,False,23
2025-02-14 19:00:00,2025-02-14,BUY,98538.59,98567.65,29.06,604.41,97329.77,100956.23,1208.82,97266.37,BULL,1.976,True,P1,SL,97358.83,-12.0882,-24.1764,False,19
2025-02-14 19:00:00,2025-02-14,BUY,98538.59,98567.65,29.06,604.41,97329.77,100956.23,1208.82,97266.37,BULL,1.976,True,P2,SL_TRAIL,97358.83,-12.0882,-24.1764,False,19
2025-02-18 19:00:00,2025-02-18,SELL,94099.33,94082.59,16.74,575.11,95249.55,91798.89,1150.22,96591.95,BEAR,1.601,True,P1,SL,95232.81,-11.5022,-23.0044,False,19
2025-02-18 19:00:00,2025-02-18,SELL,94099.33,94082.59,16.74,575.11,95249.55,91798.89,1150.22,96591.95,BEAR,1.601,True,P2,SL_TRAIL,95232.81,-11.5022,-23.0044,False,19
2025-02-21 20:00:00,2025-02-21,SELL,96529.33,96502.66,26.67,732.19,97993.71,93600.57,1464.38,97010.95,BEAR,1.916,True,P1,OPEN_END,94171.37,23.3129,46.6258,False,20
2025-02-21 20:00:00,2025-02-21,SELL,96529.33,96502.66,26.67,732.19,97993.71,93600.57,1464.38,97010.95,BEAR,1.916,True,P2,OPEN_END,94171.37,23.3129,46.6258,False,20
2025-02-24 17:00:00,2025-02-24,SELL,94315.87,94315.52,0.35,585.49,95486.85,91973.91,1170.98,96437.51,BEAR,2.741,True,P1,TP1,91973.56,23.4196,111.5101,True,17
